epoch,step,lr,train_loss,train_distill_loss,train_stream_loss,train_non_stream_loss,train_non_stream_apc_loss,train_cross_modal_apc_loss
39,21000,0.0005,0.1324,0.0334,0.0072,0.0058,0.0,0.2147
39,21100,0.0005,0.1327,0.0335,0.0073,0.0061,0.0,0.2141
39,21200,0.0005,0.1323,0.0333,0.0073,0.0065,0.0,0.2129
40,21300,0.0005,0.1259,0.0317,0.0064,0.0062,0.0,0.2058
40,21400,0.0005,0.1268,0.0313,0.0066,0.0056,0.0,0.207
40,21500,0.0005,0.1266,0.0312,0.0066,0.0057,0.0,0.2065
40,21600,0.0005,0.1268,0.0313,0.0066,0.0054,0.0,0.2073
40,21700,0.0005,0.1272,0.0314,0.0067,0.0055,0.0,0.2075
40,21800,0.0005,0.127,0.0313,0.0067,0.0056,0.0,0.2069
41,21900,0.0005,0.1257,0.0311,0.0066,0.0051,0.0,0.2052
41,22000,0.0005,0.1299,0.0322,0.0075,0.0049,0.0,0.2085
41,22100,0.0005,0.1294,0.032,0.0074,0.005,0.0,0.2081
41,22200,0.0005,0.1299,0.0321,0.0075,0.0051,0.0,0.2083
41,22300,0.0005,0.1294,0.0319,0.0075,0.0052,0.0,0.2074
42,22400,0.0005,0.1221,0.0296,0.0064,0.0063,0.0,0.1984
42,22500,0.0005,0.1208,0.0291,0.0063,0.0059,0.0,0.1965
42,22600,0.0005,0.1206,0.029,0.0063,0.0059,0.0,0.1963
42,22700,0.0005,0.12,0.0287,0.0064,0.0059,0.0,0.1947
42,22800,0.0005,0.1199,0.0287,0.0064,0.0059,0.0,0.1946
42,22900,0.0005,0.1194,0.0285,0.0063,0.006,0.0,0.1938
43,23000,0.0005,0.1129,0.0265,0.0054,0.0055,0.0,0.1867
43,23100,0.0005,0.1147,0.0269,0.0059,0.0054,0.0,0.1876
43,23200,0.0005,0.1155,0.0271,0.006,0.0053,0.0,0.1884
43,23300,0.0005,0.1162,0.0272,0.0062,0.0051,0.0,0.1891
43,23400,0.0005,0.1163,0.0272,0.0062,0.005,0.0,0.1893
44,23500,0.0005,0.1151,0.0271,0.0057,0.0043,0.0,0.1904
44,23600,0.0005,0.1135,0.0267,0.0054,0.004,0.0,0.1897
44,23700,0.0005,0.1148,0.0272,0.0056,0.0041,0.0,0.1911
44,23800,0.0005,0.1161,0.0274,0.006,0.0041,0.0,0.191
44,23900,0.0005,0.1174,0.0276,0.0063,0.0043,0.0,0.1914
44,24000,0.0005,0.1177,0.0276,0.0065,0.0046,0.0,0.1909
45,24100,0.0005,0.115,0.0258,0.007,0.0057,0.0,0.1812
45,24200,0.0005,0.1146,0.0258,0.0068,0.0057,0.0,0.1816
45,24300,0.0005,0.1142,0.026,0.0066,0.0056,0.0,0.1823
45,24400,0.0005,0.1138,0.0258,0.0066,0.006,0.0,0.1808
45,24500,0.0005,0.1135,0.0256,0.0067,0.0061,0.0,0.1797
46,24600,0.0005,0.1088,0.0246,0.0057,0.0056,0.0,0.1765
46,24700,0.0005,0.1064,0.0241,0.0054,0.0053,0.0,0.1745
46,24800,0.0005,0.1067,0.0241,0.0053,0.0051,0.0,0.1753
46,24900,0.0005,0.107,0.0242,0.0054,0.005,0.0,0.1758
46,25000,0.0005,0.107,0.0241,0.0054,0.0049,0.0,0.1757
46,25100,0.0005,0.1065,0.024,0.0054,0.0049,0.0,0.1749
47,25200,0.0005,0.1041,0.0236,0.0049,0.0047,0.0,0.173
47,25300,0.0005,0.1029,0.0232,0.0049,0.0056,0.0,0.1699
47,25400,0.0005,0.1023,0.023,0.0049,0.0054,0.0,0.1689
47,25500,0.0005,0.1021,0.0228,0.0049,0.0053,0.0,0.1684
47,25600,0.0005,0.102,0.0226,0.005,0.0052,0.0,0.1678
48,25700,0.0005,0.102,0.0227,0.0051,0.004,0.0,0.1685
48,25800,0.0005,0.1023,0.0226,0.0052,0.0041,0.0,0.1681
48,25900,0.0005,0.1052,0.023,0.006,0.0041,0.0,0.1694
48,26000,0.0005,0.1071,0.0232,0.0066,0.0041,0.0,0.1696
48,26100,0.0005,0.1083,0.0234,0.0069,0.0042,0.0,0.1703
48,26200,0.0005,0.1088,0.0235,0.007,0.0043,0.0,0.1704
